November 9 2018,Lamar,Away,Georgia Tech,69
November 9 2018,Georgia Tech,Home,Lamar,88
November 9 2018,Lehigh,Away,Miami (FL),62
November 9 2018,Miami (FL),Home,Lehigh,83
November 9 2018,Longwood,Away,Richmond,63
November 9 2018,Richmond,Home,Longwood,58
November 9 2018,Maryland,Away,Navy,78
November 9 2018,Navy,Home,Maryland,57
November 9 2018,McNeese State,Away,Arizona State,52
November 9 2018,Arizona State,Home,McNeese State,80
November 9 2018,Milligan,Away,Middle Tennessee,70
November 9 2018,Middle Tennessee,Home,Milligan,102
November 9 2018,Mississippi Valley State,Away,Texas Tech,52
November 9 2018,Texas Tech,Home,Mississippi Valley State,84
November 9 2018,Missouri,Away,Iowa State,59
November 9 2018,Iowa State,Home,Missouri,76
November 9 2018,Monmouth,Away,Colgate,74
November 9 2018,Colgate,Home,Monmouth,87
November 9 2018,Montana State,Away,Indiana,35
November 9 2018,Indiana,Home,Montana State,80
November 9 2018,Morgan State,Away,Saint Francis (PA),62
November 9 2018,Saint Francis (PA),Home,Morgan State,80
November 9 2018,Mount St. Mary's,Away,Hofstra,61
November 9 2018,Hofstra,Home,Mount St. Mary's,79
November 9 2018,New Hampshire,Away,UMass,75
November 9 2018,UMass,Home,New Hampshire,104
November 9 2018,NJIT,Away,Binghamton,74
November 9 2018,Binghamton,Home,NJIT,57
November 9 2018,North Florida,Away,Penn State,72
November 9 2018,Penn State,Home,North Florida,87
November 9 2018,Northeastern,Away,Harvard,81
November 9 2018,Harvard,Home,Northeastern,71
November 9 2018,Northern Kentucky,Away,Northern Illinois,88
November 9 2018,Northern Illinois,Home,Northern Kentucky,85
November 9 2018,Oklahoma,Away,Texas-Rio Grande Valley,91
November 9 2018,Texas-Rio Grande Valley,Home,Oklahoma,76
November 9 2018,Old Dominion,Away,St. Joseph's,64
November 9 2018,St. Joseph's,Home,Old Dominion,79
November 9 2018,Our Lady of the Lake,Away,Texas A&M-Corpus Christi,83
November 9 2018,Texas A&M-Corpus Christi,Home,Our Lady of the Lake,113
November 9 2018,Piedmont,Away,Mercer,52
November 9 2018,Mercer,Home,Piedmont,105
November 9 2018,Portland,Away,Hawaii,64
November 9 2018,Hawaii,Home,Portland,82
November 9 2018,Prairie View,Away,Santa Clara,81
November 9 2018,Santa Clara,Home,Prairie View,64
November 9 2018,Rice,Away,Penn,76
November 9 2018,Penn,Home,Rice,92
November 9 2018,Robert Morris,Away,Missouri State,60
November 9 2018,Missouri State,Home,Robert Morris,74
November 9 2018,San Diego,Away,UC-Davis,76
November 9 2018,UC-Davis,Home,San Diego,57
November 9 2018,San Diego Christian,Away,California Baptist,71
November 9 2018,California Baptist,Home,San Diego Christian,87
November 9 2018,Savannah State,Away,Georgia,76
November 9 2018,Georgia,Home,Savannah State,110
November 9 2018,Simpson,Away,Sacramento State,52
November 9 2018,Sacramento State,Home,Simpson,76
November 9 2018,Southwestern,Away,Oral Roberts,62
November 9 2018,Oral Roberts,Home,Southwestern,79
November 9 2018,St. Francis (IL),Away,Incarnate Word,49
November 9 2018,Incarnate Word,Home,St. Francis (IL),63
November 9 2018,Stanford,Away,UNC Wilmington,72
November 9 2018,UNC Wilmington,Home,Stanford,59
November 9 2018,Stony Brook,Away,South Carolina,83
November 9 2018,South Carolina,Home,Stony Brook,81
November 9 2018,UTEP,Away,New Mexico State,69
November 9 2018,New Mexico State,Home,UTEP,96
November 9 2018,Toledo,Away,Oakland,87
November 9 2018,Oakland,Home,Toledo,86
November 9 2018,Utah Valley,Away,BYU,65
November 9 2018,BYU,Home,Utah Valley,75
November 9 2018,Vermont,Away,Boston University,78
November 9 2018,Boston University,Home,Vermont,72
