0	0	0	0	0	0	0	0
-0.308906	0.951093	-0.23755	0.971375	-0.237612	0.97136	-0.286057	0.958213
0.500178	1.53879	0.571534	1.55907	0.597963	1.52074	0.617006	1.38772
1.30919	0.950999	1.35331	0.935507	1.39607	0.91822	1.47767	0.878541
1	0	1	0	1	0	1	0

