1.000000000000000000e+00 3.000000000000000000e+00
1.003359473707537308e+00 3.020202020202020332e+00
1.006703999688794315e+00 3.040404040404040220e+00
1.010033743114181037e+00 3.060606060606060552e+00
1.013348866253147129e+00 3.080808080808080884e+00
1.016649528543783099e+00 3.101010101010101216e+00
1.019935886660307878e+00 3.121212121212121104e+00
1.023208094578522243e+00 3.141414141414141437e+00
1.026466303639301803e+00 3.161616161616161769e+00
1.029710662610201499e+00 3.181818181818181657e+00
1.032941317745240228e+00 3.202020202020201989e+00
1.036158412842923759e+00 3.222222222222222321e+00
1.039362089302579006e+00 3.242424242424242209e+00
1.042552486179051607e+00 3.262626262626262541e+00
1.045729740235823879e+00 3.282828282828282873e+00
1.048893985996615319e+00 3.303030303030303205e+00
1.052045355795507620e+00 3.323232323232323093e+00
1.055183979825656815e+00 3.343434343434343425e+00
1.058309986186627416e+00 3.363636363636363757e+00
1.061423500930410047e+00 3.383838383838384090e+00
1.064524648106152327e+00 3.404040404040403978e+00
1.067613549803660078e+00 3.424242424242424310e+00
1.070690326195696596e+00 3.444444444444444642e+00
1.073755095579132179e+00 3.464646464646464530e+00
1.076807974414972557e+00 3.484848484848484862e+00
1.079849077367307286e+00 3.505050505050505194e+00
1.082878517341213653e+00 3.525252525252525082e+00
1.085896405519646724e+00 3.545454545454545414e+00
1.088902851399353278e+00 3.565656565656565746e+00
1.091897962825833845e+00 3.585858585858585634e+00
1.094881846027391248e+00 3.606060606060605966e+00
1.097854605648289184e+00 3.626262626262626299e+00
1.100816344781048617e+00 3.646464646464646631e+00
1.103767164997913275e+00 3.666666666666666963e+00
1.106707166381506902e+00 3.686868686868686851e+00
1.109636447554705807e+00 3.707070707070707183e+00
1.112555105709757353e+00 3.727272727272727515e+00
1.115463236636658362e+00 3.747474747474747403e+00
1.118360934750825431e+00 3.767676767676767735e+00
1.121248293120070016e+00 3.787878787878788067e+00
1.124125403490905395e+00 3.808080808080807955e+00
1.126992356314206356e+00 3.828282828282828287e+00
1.129849240770230079e+00 3.848484848484848619e+00
1.132696144793034154e+00 3.868686868686868507e+00
1.135533155094294866e+00 3.888888888888888840e+00
1.138360357186550820e+00 3.909090909090909172e+00
1.141177835405887020e+00 3.929292929292929504e+00
1.143985672934075382e+00 3.949494949494949836e+00
1.146783951820188552e+00 3.969696969696969724e+00
1.149572753001697478e+00 3.989898989898990056e+00
1.152352156325079147e+00 4.010101010101010388e+00
1.155122240565931158e+00 4.030303030303030276e+00
1.157883083448623562e+00 4.050505050505050164e+00
1.160634761665491066e+00 4.070707070707070940e+00
1.163377350895582030e+00 4.090909090909090828e+00
1.166110925822976707e+00 4.111111111111110716e+00
1.168835560154683595e+00 4.131313131313131493e+00
1.171551326638132773e+00 4.151515151515151381e+00
1.174258297078267566e+00 4.171717171717171269e+00
1.176956542354254065e+00 4.191919191919192045e+00
1.179646132435813621e+00 4.212121212121211933e+00
1.182327136399190515e+00 4.232323232323232709e+00
1.184999622442766132e+00 4.252525252525252597e+00
1.187663657902325642e+00 4.272727272727273373e+00
1.190319309265988945e+00 4.292929292929293261e+00
1.192966642188814097e+00 4.313131313131313149e+00
1.195605721507083441e+00 4.333333333333333925e+00
1.198236611252276429e+00 4.353535353535353813e+00
1.200859374664743129e+00 4.373737373737373701e+00
1.203474074207083078e+00 4.393939393939394478e+00
1.206080771577235256e+00 4.414141414141414366e+00
1.208679527721292057e+00 4.434343434343434254e+00
1.211270402846038596e+00 4.454545454545455030e+00
1.213853456431229105e+00 4.474747474747474918e+00
1.216428747241601993e+00 4.494949494949494806e+00
1.218996333338648874e+00 4.515151515151515582e+00
1.221556272092131579e+00 4.535353535353535470e+00
1.224108620191365127e+00 4.555555555555555358e+00
1.226653433656264669e+00 4.575757575757576134e+00
1.229190767848166388e+00 4.595959595959596022e+00
1.231720677480426573e+00 4.616161616161615910e+00
1.234243216628806206e+00 4.636363636363636687e+00
1.236758438741638377e+00 4.656565656565656575e+00
1.239266396649800761e+00 4.676767676767676463e+00
1.241767142576477134e+00 4.696969696969697239e+00
1.244260728146727724e+00 4.717171717171717127e+00
1.246747204396871034e+00 4.737373737373737015e+00
1.249226621783673608e+00 4.757575757575757791e+00
1.251699030193361928e+00 4.777777777777777679e+00
1.254164478950456241e+00 4.797979797979798455e+00
1.256623016826429184e+00 4.818181818181818343e+00
1.259074692048197219e+00 4.838383838383838231e+00
1.261519552306446412e+00 4.858585858585859008e+00
1.263957644763795685e+00 4.878787878787878896e+00
1.266389016062803741e+00 4.898989898989899672e+00
1.268813712333822785e+00 4.919191919191919560e+00
1.271231779202698808e+00 4.939393939393939448e+00
1.273643261798329984e+00 4.959595959595960224e+00
1.276048204760075411e+00 4.979797979797980112e+00
1.278446652245031512e+00 5.000000000000000000e+00
