1.0	0.7787573193855147
2.0	1.4593459000784854
3.0	0.06449591690431788
4.0	0.036147926937964994
5.0	0.022866491514029887
6.0	0.015801782901690167
7.0	0.011560823157708391
8.0	0.008820160124646361
9.0	0.006945961732904057
10.0	0.0056078335536287795
11.0	0.004619098283186307
12.0	0.003867856588811604
13.0	0.003283691272801836
14.0	0.0028204855577978567
15.0	0.0024470091080587173
16.0	0.0021415057122620125
17.0	0.0018884310768522237
18.0	0.0016764516555329355
19.0	0.0014971355972546031
20.0	0.0013441082176536329
21.0	0.0012124893979849791
22.0	0.0010984667124194706
23.0	0.0009990503226252822
24.0	0.0009118579646338697
25.0	0.0008349742457111322
26.0	0.0007668480596646638
27.0	0.0007062066425334533
28.0	0.000652003260083633
29.0	0.0006033681045562082
30.0	0.0005595742396238888
31.0	0.0005200100945791643
32.0	0.0004841590872803796
33.0	0.000451580928425008
34.0	0.00042189996779609814
35.0	0.00039479348601681604
36.0	0.0003699832930169676
37.0	0.0003472284051467283
38.0	0.00032631885587231055
39.0	0.0003070731129193486
40.0	0.0002893299961832448
41.0	0.0002729493006019732
42.0	0.0002578072475976639
43.0	0.00024379402391137752
44.0	0.00023081362869196151
45.0	0.00021877887895791222
46.0	0.00020761327263073162
47.0	0.00019724813744673216
48.0	0.0001876219886983225
49.0	0.00017867948547510044
50.0	0.0001703708023593836
51.0	0.00016265087200623504
52.0	0.00015547880390785542
53.0	0.00014881744169617216
54.0	0.0001426327354681776
55.0	0.0001368935316124875
56.0	0.00013157112809319342
57.0	0.0001266391599320647
58.0	0.000122072496392189
59.0	0.00011784869266267693
60.0	0.00011394611795183464
61.0	0.00011034462757031945
62.0	0.0001070253175994832
63.0	0.00010397013979179833
64.0	0.00010116231498491987
65.0	9.85858005601629e-5
66.0	9.622540965902065e-5
67.0	9.406677859186413e-5
68.0	9.209621718847512e-5
69.0	9.030087976700203e-5
70.0	8.866851898459168e-5
71.0	8.7187605941514e-5
72.0	8.584736750030054e-5
73.0	8.463720620974635e-5
74.0	8.354792204348694e-5
75.0	8.256999492101859e-5
76.0	8.169530033209113e-5
77.0	8.091602536276794e-5
78.0	8.02240406375011e-5
79.0	7.961315330712398e-5
80.0	7.907668882803386e-5
81.0	7.860866583827607e-5
82.0	7.820353163373078e-5
83.0	7.785613597972955e-5
84.0	7.756171000117208e-5
85.0	7.731594781761049e-5
86.0	7.711473875196815e-5
87.0	7.695397946400954e-5
88.0	7.683022632026252e-5
89.0	7.674079289037597e-5
90.0	7.668228951620738e-5
91.0	7.665216123705592e-5
92.0	7.664780932239396e-5
93.0	7.666710110872978e-5
94.0	7.670741735293797e-5
95.0	7.676728448682734e-5
96.0	7.684475102930243e-5
97.0	7.693806375451815e-5
98.0	7.704580252499865e-5
99.0	7.716655383386027e-5
100.0	7.729894229911506e-5
